duration,ip_proto,out_packets,out_bytes,in_packets,in_bytes,label
30.02300000000014,UDP,1,42,2652,4008354,0
30.02099999999973,UDP,1,42,2651,4006842,0
30.02200000000039,UDP,0,0,2651,4008312,0
30.02199999999993,UDP,1,42,2652,4008354,0
30.023999999999887,UDP,0,0,2651,4008312,0
30.02199999999993,UDP,1,42,2651,4006842,0
30.02199999999993,UDP,1,42,2654,4011378,0
30.02300000000014,UDP,0,0,2656,4015872,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.021000000000186,UDP,1,42,2613,3949386,0
30.02199999999993,UDP,0,0,2657,4017384,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,0,0,2656,4015872,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.021000000000186,UDP,1,42,2657,4015914,0
30.02199999999993,UDP,0,0,2657,4017384,0
30.021000000000186,UDP,1,42,2658,4017426,0
30.02099999999973,UDP,1,42,2661,4021962,0
30.02199999999993,UDP,0,0,2664,4027968,0
30.021000000000186,UDP,1,42,2664,4026498,0
30.021000000000186,UDP,1,42,2665,4028010,0
30.022999999999683,UDP,0,0,2657,4017384,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.021000000000186,UDP,1,42,2658,4017426,0
30.018999999999775,UDP,0,0,2612,3949344,0
30.021000000000186,UDP,1,42,2665,4028010,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02300000000014,UDP,0,0,2656,4015872,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,0,0,2658,4018896,0
30.02199999999993,UDP,1,42,2657,4015914,0
30.02200000000039,UDP,1,42,2658,4017426,0
30.02099999999973,UDP,0,0,2659,4020408,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02300000000014,UDP,1,42,2656,4014402,0
30.02199999999993,UDP,1,42,2660,4020450,0
30.02199999999993,UDP,1,42,2664,4026498,0
30.02199999999993,UDP,0,0,2664,4027968,0
30.02200000000039,UDP,1,42,2619,3958458,0
30.02199999999993,UDP,1,42,2665,4028010,0
30.02199999999993,UDP,1,42,2666,4029522,0
30.02300000000014,UDP,1,42,2664,4026498,0
30.02199999999993,UDP,0,0,2660,4021920,0
30.02199999999993,UDP,1,42,2659,4018938,0
30.02300000000014,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,1,42,2659,4018938,0
30.02199999999993,UDP,2,84,2658,4015956,0
30.02199999999993,UDP,1,42,2661,4021962,0
30.019999999999985,UDP,1,42,2663,4024986,0
30.02300000000014,UDP,1,42,2659,4018938,0
30.022999999999683,UDP,1,42,2658,4017426,0
30.02200000000039,UDP,1,42,2657,4015914,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,1,42,2659,4018938,0
30.02300000000014,UDP,0,0,2612,3949344,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.022999999999683,UDP,1,42,2657,4015914,0
30.02200000000039,UDP,1,42,2659,4018938,0
30.02199999999993,UDP,0,0,2656,4015872,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02200000000039,UDP,0,0,2656,4015872,0
30.02199999999993,UDP,1,42,2658,4017426,0
30.02199999999993,UDP,1,42,2656,4014402,0
30.02199999999993,UDP,2,84,2654,4009908,0
30.02300000000014,UDP,1,42,2652,4008354,0
30.02199999999993,UDP,2,84,2652,4006884,0
30.02199999999993,UDP,1,42,2651,4006842,0
30.02199999999993,UDP,1,42,2651,4006842,0
30.02199999999993,UDP,2,84,2605,3935820,0
30.02199999999993,UDP,1,42,2649,4003818,0
30.02099999999973,UDP,1,42,2652,4008354,0
30.02199999999993,UDP,2,84,2651,4005372,0
30.02199999999993,UDP,1,42,2648,4002306,0
30.022000000000844,UDP,0,0,2647,4002264,0
30.02199999999993,UDP,1,42,2651,4006842,0
30.018999999999323,UDP,1,42,2652,4008354,0
30.02199999999993,UDP,0,0,2651,4008312,0
30.02100000000064,UDP,1,42,2652,4008354,0
30.02199999999993,UDP,0,0,2651,4008312,0
30.02099999999973,UDP,1,42,2652,4008354,0
30.02099999999973,UDP,0,0,2651,4008312,0
